sampleID,relationshipID,year,location,municipality,deg_m_sN,deg_m_sE,locationID,ringID,age,sex,bm,wl,material,eggs,nestling,StableC,C_percent,StableN,N_percent,settlement,transport,fully_cultivated_land,infield_pasture,forest,open_land,bog,freshwater,sea,surface_cultivated_land,coniferous_forest,deciduous_forest,mixed_forest,tree_species_unknown,not_relevant,not_registered,impediment_forest_quality,low_forest_quality,medium_forest_quality,high_forest_quality,not_relevant_forest_quality,sea_distance_m,industry_distance_m,transport_settlement_distance_m,ski_arenas_distance_m,shooting_ranges_distance_m,Ag,Al,As,Au,B,Ba,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pr,Rb,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Tb,Th,Ti,Tl,U,V,W,Y,Yb,Zn
30_18,127Ad1,2018,Hello,Verdal,634509,113025,41,3057475,Juvenile,M,290,NA,Feathers,NA,NA,NA,NA,NA,NA,92635.98572,48494.09,732612.5114,48515.67016,2007073.105,135438.9256,75709.68188,0,0,0,1952115.628,21182.26265,66244.45606,178679.3666,873742.5871,48515.67016,210043.1091,618156.5987,554666.0819,835355.9232,922258.2573,3845.637249,51.67703764,0,261.5989583,261.5989583,NA,4.9627309372,0.1118531262,0.0006061844,0.1619923957,0.0715148012,0.0013527299,51.4134282606,NA,0.0041419444,0.0113887648,0.3067493213,0.0004796199,1.1608545265,0.000549729,0.0006792946,NA,20.5311500523,NA,NA,NA,0.3212249713,0.0002279098,62.7043744242,0.0024674579,0.009086255,NA,43.0299112625,0.1141465169,0.1571852875,97.740568211,NA,0.001073252,0.059120825,438.847447005,0.008208221,0.000791613,0.105182433,19011.183382036,0.004296331,0.00435742,0.787939296,92.555141834,0.000910257,0.026538076,0.03541701,0.000126582,0.005207601,3.31124018,0.000491396,0.000371733,0.013974756,0.007146026,0.001877308,0.000267631,20.792754272
74_18,127Ad1,2018,Hello,Verdal,634509,113025,41,3057475,Juvenile,M,290,NA,Blood,NA,NA,NA,NA,NA,NA,92635.98572,48494.09,732612.5114,48515.67016,2007073.105,135438.9256,75709.68188,0,0,0,1952115.628,21182.26265,66244.45606,178679.3666,873742.5871,48515.67016,210043.1091,618156.5987,554666.0819,835355.9232,922258.2573,3845.637249,51.67703764,0,261.5989583,261.5989583,NA,0.4110541231,0.0143123274,5.78238E-05,0.3218390539,0.0278574918,NA,40.231491135,0.0001472803,0.0002065343,0.0190298991,0.0073263848,0.003094686,0.09091257,NA,NA,NA,172.4244376548,NA,0.0001257283,NA,0.0189765921,NA,921.6811263705,NA,0.0024126419,NA,46.6397755074,0.0309134307,0.0149602765,3006.1667784987,NA,0.00012132,0.005161211,719.214288077,0.004274647,NA,2.556700118,1626.471428597,NA,NA,0.295867461,5.437508086,NA,4.0113E-05,0.029011324,NA,0.000111231,0.021682446,0.000223825,5.3031E-05,0.001462835,NA,0.00012562,NA,3.133958513
33_18,113Ad2,2018,Heggstad,Verdal,634731,113419,40,3057477,Juvenile,F,395,NA,Feathers,NA,NA,-23.87,48.46,11.82,14.97,202167.0254,67446.40233,2061827.113,46731.75265,516544.9951,118645.8464,5910.38305,121355.02,0,0,310731.8091,162653.816,56690.65904,138057.3976,2452795.561,19699.29546,174979.5953,0,31592.57685,434529.0524,2499527.314,5675.126363,4312.666114,33.04036376,2855.268453,2855.268453,NA,7.0283848259,0.0335573648,0.0016239567,0.1604446547,0.0392303574,0.0030322129,60.3568109522,NA,0.006453913,0.0143287342,0.0563024739,0.000450467,1.8573654238,0.0015418247,0.0005117326,NA,11.8079439446,NA,NA,NA,0.5836429591,0.0004324965,127.5020754959,0.0029467385,0.0006008066,NA,53.4610532099,0.1246960267,0.0947338343,181.9573792975,NA,0.003969968,0.015937894,519.073653007,0.005727481,0.000776248,0.116006466,23783.354778436,0.013545276,0.000369617,1.485918768,25.790293287,0.00138691,0.004959344,0.051697762,0.000241424,0.000253876,2.475361641,0.000479694,0.000260236,0.024593922,0.001454969,0.006315321,0.00112085,16.49894253
66_18,113Ad2,2018,Heggstad,Verdal,634731,113419,40,3057477,Juvenile,F,395,NA,Blood,NA,NA,NA,NA,NA,NA,202167.0254,67446.40233,2061827.113,46731.75265,516544.9951,118645.8464,5910.38305,121355.02,0,0,310731.8091,162653.816,56690.65904,138057.3976,2452795.561,19699.29546,174979.5953,0,31592.57685,434529.0524,2499527.314,5675.126363,4312.666114,33.04036376,2855.268453,2855.268453,NA,0.3504353316,0.0122312471,0.0001768813,0.3867282302,0.0633421105,NA,39.8772502608,0.0001472803,0.0002307681,0.0145629654,0.0060903269,0.0003272906,0.1074466721,NA,NA,NA,147.7361904472,NA,5.54345E-05,NA,0.0309371983,NA,734.670181941,NA,0.0018357735,NA,32.9692700781,0.0100754273,0.0087498598,3285.0273181316,NA,0.000129302,0.007010915,566.551835299,0.002577517,NA,0.618977455,1623.757641936,NA,NA,0.315361306,5.496289744,NA,4.0113E-05,0.026011611,NA,0.000147972,0.006766848,9.8175E-05,9.4742E-05,0.002931976,NA,0.000114932,NA,2.815324378
67_18,114Ad2,2018,Sende,Verdal,634858,114034,50,3057481,Juvenile,M,335,NA,Blood,NA,NA,NA,NA,NA,NA,108276.1071,38572.89222,1419240.011,37966.94507,735157.9677,24988.40725,763402.3094,13259.27889,0,0,932571.1998,92812.30103,16367.97075,481797.2128,1579348.29,37966.94507,861549.2982,293123.9228,135438.247,233437.2164,1617315.235,10785.49868,9888.209928,46.43843241,2942.756005,2942.756005,NA,0.1529469477,0.0124190514,0.0001142827,0.159283371,0.0153656752,NA,50.9055127509,4.05663E-05,5.84959E-05,0.0212294887,0.0021635546,0.0032370133,0.1777618766,NA,NA,NA,280.6471655503,NA,2.2377E-05,NA,0.0344690473,NA,1238.422798858,NA,0.0002293317,NA,58.1915256668,0.0143441293,0.0117452191,2560.6366861921,NA,2.5976E-05,0.00362309,975.566819458,0.002964987,NA,2.22999481,1790.209589976,NA,NA,0.512499962,4.434221042,NA,1.1049E-05,0.022230392,NA,6.8911E-05,0.004123745,0.000175182,1.4607E-05,0.002366943,NA,6.2142E-05,NA,4.107709366
34_18,114Ad2,2018,Sende,Verdal,634858,114034,50,3057481,Juvenile,M,335,NA,Feathers,NA,NA,NA,NA,NA,NA,108276.1071,38572.89222,1419240.011,37966.94507,735157.9677,24988.40725,763402.3094,13259.27889,0,0,932571.1998,92812.30103,16367.97075,481797.2128,1579348.29,37966.94507,861549.2982,293123.9228,135438.247,233437.2164,1617315.235,10785.49868,9888.209928,46.43843241,2942.756005,2942.756005,NA,9.1205837224,0.416121709,0.0009931451,0.0748203771,0.0565810607,0.0006053704,65.9996860366,NA,0.0060181663,0.0155444751,0.0357286652,0.001414016,1.6538387634,0.000270136,0.0003459597,NA,12.4568780149,NA,NA,NA,0.6705137911,0.0001667573,177.0431604213,0.0028586665,0.0013007873,NA,67.8399638141,0.1042439383,0.0485811446,246.2359349563,NA,0.002354229,0.003141748,670.547504839,0.005049291,0.000693459,0.410625928,23513.736962284,0.006482594,0.000369617,1.431298377,21.252141315,0.000789426,0.002573352,0.054000407,7.2902E-05,0.000581755,0.62047241,0.000749285,0.000330816,0.018002934,0.000925212,0.002549494,0.000399615,20.108397408
69_18,117Ad1,2018,Reitan,Verdal,634505,112653,49,3057483,Juvenile,M,325,NA,Blood,NA,NA,NA,NA,NA,NA,363158.3474,95144.73572,2444178.568,0,139430.7756,85876.59497,0,12659.51241,0,0,37571.14395,101859.6316,0,85876.59497,2915141.164,0,123517.74,0,0,101789.6305,2915141.164,1605.63863,1867.132215,30.28678481,6287.109268,3564.123469,NA,0.0431991805,0.0035268062,0.0001175272,0.033790169,0.0032132365,NA,58.3088131193,9.5224E-05,3.93012E-05,0.0180621489,0.000811327,0.0002044466,0.1982582627,NA,NA,NA,309.574499196,NA,8.5215E-06,NA,0.0424975444,NA,1310.1548313169,NA,0.0005068817,NA,65.8415180585,0.0246692431,0.017455762,2311.6600314132,NA,8.403E-06,0.000608495,1051.579686931,0.004706272,NA,0.834577497,1609.554039538,NA,NA,0.917302659,3.594977395,NA,1.1049E-05,0.025817494,NA,2.9923E-05,0.00196614,0.000109807,1.4607E-05,0.001660046,NA,3.0741E-05,NA,4.21373182
36_18,117Ad1,2018,Reitan,Verdal,634505,112653,49,3057483,Juvenile,M,325,NA,Feathers,NA,NA,-23.27,46.29,10.71,15.32,363158.3474,95144.73572,2444178.568,0,139430.7756,85876.59497,0,12659.51241,0,0,37571.14395,101859.6316,0,85876.59497,2915141.164,0,123517.74,0,0,101789.6305,2915141.164,1605.63863,1867.132215,30.28678481,6287.109268,3564.123469,NA,15.6434645009,0.0111243266,0.004718059,0.1081809367,0.0785030335,0.0015882318,25.8522272344,NA,0.0088189763,0.0109795442,0.0817446365,0.0013211366,1.8383683359,0.0008027703,0.0005121839,NA,13.9274750519,NA,NA,NA,0.7026909659,0.0001355869,37.5430836277,0.0044484345,0.0088092976,NA,23.1536381116,0.1060073188,0.1100151729,53.4216151731,NA,0.003674428,0.008717877,240.14727452,0.010538511,0.00090677,0.052355803,25452.58323418,0.010317652,0.000369617,1.495263532,50.493880359,0.000295289,0.004512943,0.026535708,0.000119919,0.001235559,1.077053585,0.000307837,0.000498995,0.02773454,0.001856677,0.00309215,0.000484335,9.526328368
40_18,125Ad1,2018,Tua,Verran_Steinkjer,635640,105923,56,3057496,Juvenile,NA,360,NA,Feathers,NA,NA,-23.85,47.77,5.47,14.93,18732.22877,17865.47131,235103.2246,8908.381878,1904490.044,79081.78516,12002.98598,15934.98835,847231.2026,0,1748540.654,62225.06584,100686.8019,89401.15795,1134867.116,3629.517078,262070.9374,756205.7147,420586.3993,556711.7636,1143775.497,223.1851903,6731.055936,73.96256753,8745.311271,1093.594608,NA,2.6675474027,0.003336002,0.0003573889,0.0764500391,0.0311378845,0.000943146,69.5759208363,NA,0.00302207,0.0088086214,0.0273570639,0.0008323559,1.3905513987,0.000238601,0.0001032954,NA,11.7550246825,NA,NA,NA,0.4461707161,5.56622E-05,44.8081024,0.0014185176,0.0094431624,NA,56.3472253932,0.1018076746,0.0571050628,77.33796653,NA,0.00131076,0.006561755,634.51029874,0.004082077,0.000282412,0.164990027,22803.148771303,0.002051228,0.000228754,1.27061917,12.106425117,0.0004308,0.002961627,0.076756325,4.0103E-05,0.000203681,0.47176391,0.000731488,0.000122393,0.006696144,0.001844673,0.000891966,0.000131349,22.351165408
41_18,122Ad1,2018,Blomset,Verran_Steinkjer,635329,105242,57,3057498,Juvenile,NA,335,NA,Feathers,NA,NA,NA,NA,NA,NA,40743.10146,17262.27671,225230.7352,53056.05066,1344217.994,127786.1034,37803.17036,426.60895,1292568.905,0,1260996.268,83221.72664,0,165589.2737,1576231.627,53056.05066,370733.6036,424888.9235,363490.5271,350694.2138,1629287.678,96.16204288,14734.00418,11.86789653,9981.139794,6493.143907,NA,56.2166209436,0.0244249976,0.0038011313,0.1466988848,0.0801498231,0.0021914152,61.3616100207,NA,0.009635805,0.0453000414,0.2549009483,0.002178665,1.5239866561,0.0040526271,0.002113464,NA,85.2339934531,NA,NA,NA,0.7908572282,0.0008555473,6.83999993,0.003517086,0.0061981133,NA,53.1992033935,1.1098423156,0.2560946439,14.237423171,NA,0.006589016,0.06749847,403.473293008,0.012664769,0.001319955,0.026183604,24888.363515143,0.010227615,0.006618523,1.138076855,163.715038897,0.002593701,0.009277153,0.097998996,0.000522914,0.001074169,10.00394518,0.000339998,0.000884514,0.263352669,0.002864874,0.016581297,0.00187383,8.437525092
63_18,109Ad1,2018,Vanntårn_Mosvik,Inderøy,634832,105817,30,3057505,Juvenile,M,355,NA,Blood,NA,NA,NA,NA,NA,NA,73752.40051,31555.6861,266014.9717,417712.7559,2229567.736,19134.85392,24658.64923,8368.575987,0,68522.45885,2085889.188,54341.21093,103528.8115,29602.02865,448214.0931,417712.7559,51343.36278,92550.11311,958977.3113,1170490.452,865926.8491,1376.67445,13434.56121,56.6295625,315.7155951,568.5687433,NA,0.9709839761,0.0073642361,0.0001128357,0.136394226,0.0225317923,NA,53.3169353379,0.0001472803,0.0007074662,0.0197290986,0.0296586718,0.0577192819,0.1202740881,NA,NA,NA,254.6196237845,NA,0.0001120765,NA,0.0290678749,NA,1269.180648037,NA,0.0009916509,NA,66.1805248985,0.047922775,0.0142291105,2398.149186321,NA,0.000265571,0.002209205,1018.466976231,0.002283755,NA,2.911184018,1522.494041239,NA,NA,0.509178665,8.683403542,NA,4.0113E-05,0.024271539,NA,0.000162624,0.06157652,0.000319255,5.3031E-05,0.002002005,NA,0.000541863,NA,4.316459627
42_18,109Ad1,2018,Vanntårn_Mosvik,Inderøy,634832,105817,30,3057505,Juvenile,M,355,NA,Feathers,NA,NA,NA,NA,NA,NA,73752.40051,31555.6861,266014.9717,417712.7559,2229567.736,19134.85392,24658.64923,8368.575987,0,68522.45885,2085889.188,54341.21093,103528.8115,29602.02865,448214.0931,417712.7559,51343.36278,92550.11311,958977.3113,1170490.452,865926.8491,1376.67445,13434.56121,56.6295625,315.7155951,568.5687433,NA,2.0312450267,0.015822785,0.0008171033,0.0929749743,0.010076334,0.000687161,37.5465386823,NA,0.001402658,0.0136367791,0.0589087852,0.00106276,1.5664133644,0.000549729,0.0002355296,NA,8.8818954208,NA,NA,NA,0.4569481082,0.000133816,13.4507846865,0.0006120704,0.0143902659,NA,36.4505025739,0.051620834,0.0830338081,26.9357955975,NA,0.000177238,0.009222423,479.939179114,0.003713927,0.000222423,0.030298617,23597.563326987,0.003584832,0.001084991,1.138114215,26.802051708,0.000352622,0.008401126,0.02750749,0.000126582,0.000599161,0.217618224,0.000180832,0.000193702,0.005826678,0.004805074,0.000718251,0.000267631,11.921960849
